ASP.NET Core 2.0,Commit,11460,CVE-2018-0808,ASP.NET Core Denial of Service Vulnerability
Windows 8.1 for x64-based systems,4088879,10482,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows RT 8.1,4088876,10484,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4089344,9312,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4089344,10287,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4089344,9311,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4089344,9318,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4089344,9344,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088875,10050,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088878,10050,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10051,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088878,10051,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088875,10049,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088878,10049,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4088877,10378,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4088880,10378,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088877,10379,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088880,10379,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2,4088876,10483,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2,4088879,10483,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088876,10543,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088879,10543,CVE-2018-0814,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088875,10047,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088878,10047,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088875,10048,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088878,10048,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4089344,9312,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4089344,10287,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4089344,9311,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4089344,9318,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4089344,9344,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088875,10050,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088878,10050,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10051,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088878,10051,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088875,10049,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088878,10049,CVE-2018-0815,Windows GDI Elevation of Privilege Vulnerability
ChakraCore,Commit,11447,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for 32-bit Systems,4088782,10724-10951,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for x64-based Systems,4088782,10724-10952,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4088776,10724-11453,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for x64-based Systems,4088776,10724-11454,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems,4088786,10724-10729,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for x64-based Systems,4088786,10724-10735,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for 32-bit Systems,4088779,10724-10789,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for x64-based Systems,4088779,10724-10788,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4088787,10724-10852,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for x64-based Systems,4088787,10724-10853,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows Server 2016,4088787,10724-10816,CVE-2018-0872,Chakra Scripting Engine Memory Corruption Vulnerability
ChakraCore,Commit,11447,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for 32-bit Systems,4088782,10724-10951,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for x64-based Systems,4088782,10724-10952,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4088776,10724-11453,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for x64-based Systems,4088776,10724-11454,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for 32-bit Systems,4088779,10724-10789,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for x64-based Systems,4088779,10724-10788,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4088787,10724-10852,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for x64-based Systems,4088787,10724-10853,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows Server 2016,4088787,10724-10816,CVE-2018-0873,Chakra Scripting Engine Memory Corruption Vulnerability
ChakraCore,Commit,11447,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for 32-bit Systems,4088782,10724-10951,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for x64-based Systems,4088782,10724-10952,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4088776,10724-11453,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for x64-based Systems,4088776,10724-11454,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems,4088786,10724-10729,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for x64-based Systems,4088786,10724-10735,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for 32-bit Systems,4088779,10724-10789,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for x64-based Systems,4088779,10724-10788,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4088787,10724-10852,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for x64-based Systems,4088787,10724-10853,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows Server 2016,4088787,10724-10816,CVE-2018-0874,Chakra Scripting Engine Memory Corruption Vulnerability
.NET Core 1.0,Commit,11463,CVE-2018-0875,.NET Core Denial of Service Vulnerability
.NET Core 1.1,Commit,11464,CVE-2018-0875,.NET Core Denial of Service Vulnerability
.NET Core 2.0,Commit,11465,CVE-2018-0875,.NET Core Denial of Service Vulnerability
PowerShell Core 6.0.0,Release Notes,11489,CVE-2018-0875,.NET Core Denial of Service Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for 32-bit Systems,4088782,10724-10951,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for x64-based Systems,4088782,10724-10952,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4088776,10724-11453,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for x64-based Systems,4088776,10724-11454,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems,4088786,10724-10729,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for x64-based Systems,4088786,10724-10735,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for 32-bit Systems,4088779,10724-10789,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1511 for x64-based Systems,4088779,10724-10788,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4088787,10724-10852,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for x64-based Systems,4088787,10724-10853,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows Server 2016,4088787,10724-10816,CVE-2018-0876,Scripting Engine Memory Corruption Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0877,Windows Desktop Bridge VFS Elevation of Privilege Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0877,Windows Desktop Bridge VFS Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0877,Windows Desktop Bridge VFS Elevation of Privilege Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0877,Windows Desktop Bridge VFS Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0877,Windows Desktop Bridge VFS Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0877,Windows Desktop Bridge VFS Elevation of Privilege Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0877,Windows Desktop Bridge VFS Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0877,Windows Desktop Bridge VFS Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 Version 1709 for x64-based Systems,4088776,11454,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4089453,9312,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4089453,9318,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4089453,9344,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088875,10048,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088878,10048,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10051,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088878,10051,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4089453,10287,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088875,10047,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088878,10047,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088875,10049,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088878,10049,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2012,4088877,10378,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2012,4088880,10378,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088877,10379,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088880,10379,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows RT 8.1,4088876,10484,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4088786,10729,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4088876,10481,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4088879,10481,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 for x64-based Systems,4088786,10735,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4088779,10789,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4088876,10482,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4088879,10482,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2012 R2,4088876,10483,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2012 R2,4088879,10483,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088876,10543,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088879,10543,CVE-2018-0878,Windows Remote Assistance Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4088776,10724-11453,CVE-2018-0879,Microsoft Edge based on Edge HTML Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for x64-based Systems,4088776,10724-11454,CVE-2018-0879,Microsoft Edge based on Edge HTML Information Disclosure Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1709 for x64-based Systems,4088776,11454,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0880,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,4088786,10729,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 for x64-based Systems,4088786,10735,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4088779,10789,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088875,10047,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088878,10047,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088875,10048,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088878,10048,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4088876,10481,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4088879,10481,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 8.1 for x64-based systems,4088876,10482,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 8.1 for x64-based systems,4088879,10482,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows RT 8.1,4088876,10484,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088875,10050,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088878,10050,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10051,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088878,10051,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088875,10049,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088878,10049,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2012,4088877,10378,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2012,4088880,10378,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2012 (Server Core installation),4088877,10379,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2012 (Server Core installation),4088880,10379,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2012 R2,4088876,10483,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2012 R2,4088879,10483,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2012 R2 (Server Core installation),4088876,10543,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows Server 2012 R2 (Server Core installation),4088879,10543,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1709 for x64-based Systems,4088776,11454,CVE-2018-0881,Microsoft Video Control Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0882,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0882,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0882,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0882,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0882,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0882,Windows Desktop Bridge Elevation of Privilege Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,4088786,10729,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 for x64-based Systems,4088786,10735,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4088779,10789,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088875,10047,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088878,10047,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088875,10048,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088878,10048,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4088876,10481,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4088879,10481,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 8.1 for x64-based systems,4088876,10482,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows 8.1 for x64-based systems,4088879,10482,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows RT 8.1,4088876,10484,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4089175,9312,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4089175,10287,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4089175,9311,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4089175,9318,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4089175,9344,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088875,10050,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
