Azure Sphere,Release Notes,11796,CVE-2020-16970,Azure Sphere Unsigned Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4586781,11766,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4586781,11766,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,4586787,10729,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17038,Win32k Elevation of Privilege Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1803 for x64-based Systems,4586785,11498,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1809 for x64-based Systems,4586793,11569,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1809 for x64-based Systems,4586793,11569,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1909 for x64-based Systems,4586786,11713,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1909 for x64-based Systems,4586786,11713,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 for x64-based Systems,4586787,10735,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,4586830,10853,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,4586830,10853,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 8.1 for x64-based systems,4586845,10482,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 8.1 for x64-based systems,4586845,10482,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 8.1 for x64-based systems,4586823,10482,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 8.1 for x64-based systems,4586823,10482,CVE-2020-17040,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4586785,11497,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,4586787,10729,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17041,Windows Print Configuration Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4586785,11497,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4586781,11766,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4586781,11766,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,4586787,10729,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586807,9312,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586807,9312,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586817,9312,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586817,9312,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17042,Windows Print Spooler Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4586785,11497,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4586781,11766,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4586781,11766,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,4586787,10729,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586807,9312,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586807,9312,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586817,9312,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586817,9312,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17043,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4586785,11497,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,4586787,10729,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17044,Windows Remote Access Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4586785,11497,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4586781,11766,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4586781,11766,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4586787,10729,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586807,9312,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586807,9312,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586817,9312,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586817,9312,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17045,Windows KernelStream Information Disclosure Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4586785,11497,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 for 32-bit Systems,4586787,10729,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17046,Windows Error Reporting Denial of Service Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4586781,11800,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4586785,11497,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 for 32-bit Systems,4586787,10729,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17047,Windows Network File System Denial of Service Vulnerability
ChakraCore,Release Notes,11447,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 20H2 for x64-based Systems,4586781,10724-11800,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 20H2 for x64-based Systems,4586781,10724-11800,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1803 for 32-bit Systems,4586785,10724-11497,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1809 for 32-bit Systems,4586793,10724-11568,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1809 for 32-bit Systems,4586793,10724-11568,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1909 for 32-bit Systems,4586786,10724-11712,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1909 for 32-bit Systems,4586786,10724-11712,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4586830,10724-10852,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4586830,10724-10852,CVE-2020-17048,Chakra Scripting Engine Memory Corruption Vulnerability
Windows Server 2019,4586793,11571,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2019,4586793,11571,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server, version 1909 (Server Core installation),4586786,11715,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server, version 1909 (Server Core installation),4586786,11715,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server, version 2004 (Server Core installation),4586781,11769,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server, version 2004 (Server Core installation),4586781,11769,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2016,4586830,10816,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2016,4586830,10816,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2012,4586808,10378,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2012 R2,4586845,10483,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2012 R2,4586845,10483,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2012 R2,4586823,10483,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows Server 2012 R2,4586823,10483,CVE-2020-17049,Kerberos KDC Security Feature Bypass Vulnerability
Windows 10 Version 20H2 for 32-bit Systems,4586781,11801,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 20H2 for 32-bit Systems,4586781,11801,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4586793,11568,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4586786,11712,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4586830,10852,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586827,10047,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4586805,10047,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4586845,10481,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,4586823,10481,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586807,9312,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586807,9312,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586817,9312,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4586817,9312,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2012,4586834,10378,CVE-2020-17051,Windows Network File System Remote Code Execution Vulnerability
