Azure DevOps Server 2019.0.1,Release Notes,11675,CVE-2021-27067,Azure DevOps Server and Team Foundation Server Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28357,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28358,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28434,Remote Procedure Call Runtime Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28435,Windows Event Tracing Information Disclosure Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28436,Windows Speech Runtime Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 20H2 for x64-based Systems,5001330,11800,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 20H2 for x64-based Systems,5001330,11800,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28437,Windows Installer Information Disclosure Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28438,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28438,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28438,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28438,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28438,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28438,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28438,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28439,Windows TCP/IP Driver Denial of Service Vulnerability
Windows 10 Version 20H2 for x64-based Systems,5001330,11800,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 20H2 for x64-based Systems,5001330,11800,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28440,Windows Installer Elevation of Privilege Vulnerability
Windows 10 Version 1809 for x64-based Systems,5001342,11569,CVE-2021-28441,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 1809 for x64-based Systems,5001342,11569,CVE-2021-28441,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 1909 for x64-based Systems,5001337,11713,CVE-2021-28441,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 1909 for x64-based Systems,5001337,11713,CVE-2021-28441,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 2004 for x64-based Systems,5001330,11768,CVE-2021-28441,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 2004 for x64-based Systems,5001330,11768,CVE-2021-28441,Windows Hyper-V Information Disclosure Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28442,Windows TCP/IP Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28442,Windows TCP/IP Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28442,Windows TCP/IP Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28442,Windows TCP/IP Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28442,Windows TCP/IP Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28442,Windows TCP/IP Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28442,Windows TCP/IP Information Disclosure Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28443,Windows Console Driver Denial of Service Vulnerability
Windows 10 Version 1803 for x64-based Systems,5001339,11498,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1809 for x64-based Systems,5001342,11569,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1809 for x64-based Systems,5001342,11569,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1909 for x64-based Systems,5001337,11713,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1909 for x64-based Systems,5001337,11713,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 2004 for x64-based Systems,5001330,11768,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 2004 for x64-based Systems,5001330,11768,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 for x64-based Systems,5001340,10735,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,5001347,10853,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,5001347,10853,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 8.1 for x64-based systems,5001382,10482,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 8.1 for x64-based systems,5001382,10482,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 8.1 for x64-based systems,5001393,10482,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 8.1 for x64-based systems,5001393,10482,CVE-2021-28444,Windows Hyper-V Security Feature Bypass Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
